# Phenotype data for Lg/Sm mouse advanced intercross line. This table
# includes phenotype data from 3-day fear conditioning study for 490
# mice (249 males and 241 females) from the F2 cross, and 687 mice
# (353 males and 334 females) from the F34 cross. See phenome.jax.org
# for details on the LG/J and SM/J mouse strains.
#
# The table is stored in comma-delimited ("csv") format. Each row
# corresponds to an individual mouse. Missing entries are marked as
# "NA".
# 
# The columns of the table are:
#
#  (1) id (a unique number assigned to each individual)
#  (2) filial generation (either F2 or F34)
#  (3) sex (M = male, F = female)
#  (4) coat color (W = white, B = black, A = agouti)
#  (5) age (in days)
#  (6) litter id
#  (7) litter size  
#  (8) distance traveled (in cm) along periphery of box
#  (9) distance traveled (in cm) in center of box
# (10) proportion of time spent in center of box
# (11) fecal boli 1 
# (12) fecal boli 2
# (13) average proportion of time freezing on Day 1 before mouse is
#      exposed to tones and shocks ("pre-training freezing")
# (14) average proportion of time freezing on Day 2 in an environment 
#      identical to Day 1 ("freezing to context")
# (15) average proportion of time freezing on Day 3 in an altered
#      environment, after the tone is presented at the same time as 
#      Day 1 ("freezing to cue")
# 
# Columns 8-10 are measurements obtained from "Open Field" testing,
# and columns 13-15 are measurements obtained from "Conditioned Fear"
# testing. Columns 16-18 are other phenotypes calculated from the
# "freezing" measurements.
#
id,generation,litterid,littersize,sex,coatcolor,age,distperiphery,distcenter,propcenter,FB1,FB2,pretrainfreeze,freezetocontext,freezetocue,learn,extinct,ctxtlearn
166,F34,1,13,M,B,61,3168,938,0.1412,0,0,NA,NA,NA,NA,NA,NA
167,F34,1,13,F,B,61,3016,516,0.1082,0,1,0.0286,0.0446,0.0982,13.39,-7.14,1.6
168,F34,1,13,F,B,61,1598,60,0.0198,5,5,0.0179,0.0267,0.30805,32.06,-11.61,0.88
169,F34,1,13,F,B,61,2204,698,0.232,2,4,0.0286,0.0232,0.1652,33.04,-33.04,-0.54
170,F34,1,13,F,B,61,3579,292,0.09,5,2,0.0304,0.0446,0.04465,7.11,-8.93,1.42
172,F34,1,3,M,W,61,2942,708,0.1718,4,2,0.0214,0.0179,0.375,38.39,-12.5,-0.35
173,F34,1,3,M,W,61,2527,711,0.118,2,3,NA,NA,NA,NA,NA,NA
175,F34,1,8,F,A,61,3937,259,0.0565,6,6,0.0677,0.0963,0.6518,49.11,25,2.86
176,F34,1,8,F,A,61,2482,113,0.045,5,8,0.0178,0.2656,0.64735,54.47,-6.25,24.78
177,F34,1,8,M,B,61,2664,421,0.1127,5,4,0.0391,0.0587,0.27675,35.71,-16.07,1.96
178,F34,1,8,M,B,61,1759,85,0.0365,6,3,0.0214,0.1512,0.6473,54.46,-4.46,12.98
179,F34,1,8,M,B,61,4242,171,0.0408,4,2,0.0196,0.3594,0.8884,-11.6,16.96,33.98
180,F34,1,8,M,W,61,2279,531,0.1018,0,4,0.0089,0.0231,0.8036,66.97,0,1.42
181,F34,1,8,F,W,61,2056,1271,0.2085,5,6,0.0196,0.1408,0.41965,50,-16.07,12.12
182,F34,1,8,M,W,61,1344,923,0.2275,3,3,0.0071,0.2687,0.57585,54.46,-6.25,26.16
183,F34,1,10,F,B,60,4105,760,0.0983,3,5,NA,NA,NA,NA,NA,NA
184,F34,1,10,F,B,60,2861,106,0.043,3,2,NA,NA,NA,NA,NA,NA
185,F34,1,10,M,B,60,2469,317,0.1245,0,5,0.0249,0.0409,0.08485,-4.46,0.89,1.6
186,F34,1,10,M,B,60,2454,473,0.1155,0,0,0.0518,0.0409,0.2411,33.93,-19.64,-1.09
187,F34,1,10,F,B,60,3511,706,0.0972,0,0,NA,NA,NA,NA,NA,NA
188,F34,1,10,M,B,60,1812,321,0.0812,0,0,0.0536,0.0249,0.19195,27.68,-16.97,-2.87
189,F34,1,10,M,B,60,2633,257,0.0483,2,1,0.0768,0.0765,0.16515,22.32,-11.61,-0.03
190,F34,1,10,F,B,60,2582,358,0.09,0,0,NA,NA,NA,NA,NA,NA
191,F34,1,10,F,B,60,1610,559,0.1723,2,1,NA,NA,NA,NA,NA,NA
192,F34,1,10,M,W,60,2385,703,0.1313,1,2,0.0643,0.0214,0.0759,15.18,-15.18,-4.29
193,F34,1,5,M,B,60,2324,149,0.0527,1,6,0.0552,0.0625,0.4643,45.52,-1.78,0.73
194,F34,1,5,M,B,60,2280,289,0.0855,3,3,0.0267,0.3071,0.9375,64.08,12.5,28.04
195,F34,1,5,F,B,60,2128,306,0.0807,3,3,0.0428,0.0588,0.0402,-8.03,-2.68,1.6
196,F34,1,5,M,W,60,1894,968,0.2163,3,3,0.0231,0.125,0.3616,49,-49.1,10.19
197,F34,1,5,F,W,60,2529,710,0.1147,9,3,0.0071,0.0089,0.3661,22.32,12.5,0.18
198,F34,1,10,M,B,60,1551,441,0.1118,1,5,0.0552,0.0286,0.25,-7.14,0,-2.66
199,F34,1,10,F,B,60,2256,707,0.1122,2,2,0.048,0.1014,0.10265,-49.11,-0.89,5.34
200,F34,1,10,F,B,60,2918,272,0.0675,2,0,0.0356,0.0089,0.4598,67.85,-47.32,-2.67
201,F34,1,10,M,B,60,2389,553,0.132,3,8,0.0463,0.0768,0.3125,24.1,-21.42,3.05
202,F34,1,10,M,B,60,2397,642,0.1362,3,4,0.0961,0.0375,0.13835,16.96,-6.25,-5.86
203,F34,1,10,M,B,60,2598,376,0.0965,0,5,0.1089,0.016,0.4598,51.79,-20.54,-9.29
204,F34,1,10,F,B,60,1961,148,0.046,2,0,0.0747,0.0517,0.3839,5.35,5.36,-2.3
205,F34,1,10,F,B,60,3095,1308,0.1795,3,3,0.073,0.0214,0.00895,-7.14,-1.79,-5.16
206,F34,1,10,F,B,60,2760,571,0.2023,7,1,0.0623,0.0784,0.08035,11.6,-10.71,1.61
207,F34,1,10,M,B,60,2207,422,0.0683,0,2,0.0607,0.0553,0.125,21.43,-25,-0.54
208,F34,1,6,M,B,59,2981,347,0.0737,0,3,0.0142,0.0107,0.07145,9.82,-8.93,-0.35
209,F34,1,6,M,B,59,2530,413,0.076,4,4,0.0694,0.0338,0.12055,11.61,0.89,-3.56
210,F34,1,6,F,B,59,3189,133,0.0422,3,5,0.0036,0.0463,0.13395,3.57,8.93,4.27
211,F34,1,6,F,B,59,4621,884,0.0867,3,2,0.0411,0.1512,0.16965,19.64,-5.35,11.01
212,F34,1,6,M,B,59,3129,946,0.1407,1,9,0.0445,0.1085,0.1071,6.25,0,6.4
213,F34,1,6,M,B,59,2343,569,0.1787,1,2,0.0694,0.1762,0.30355,39.28,-21.43,10.68
214,F34,1,7,M,B,59,2275,204,0.065,3,4,0.0285,0.137,0.3884,30.36,16.96,10.85
215,F34,1,7,M,B,59,4067,793,0.1133,4,2,0.0321,0.1797,0.37055,48.22,-36.61,14.76
216,F34,1,7,M,B,59,2115,521,0.1172,0,2,0.0393,0.4021,0.875,77.68,-1.78,36.28
217,F34,1,7,M,B,59,3092,401,0.0757,2,2,0.0518,0.1566,0.4732,52.68,-17.86,10.48
218,F34,1,7,F,B,59,2300,255,0.066,4,3,0.0304,0.1601,0.2768,2.68,-7.14,12.97
219,F34,1,7,F,B,59,3339,146,0.0422,3,2,0.0125,0.4217,0.75895,54.47,8.93,40.92
220,F34,1,7,M,B,59,4249,529,0.0753,2,2,0.0143,0.4324,0.72765,56.25,-36.61,41.81
221,F34,1,8,F,A,59,2302,484,0.0912,0,2,0.0214,0.2171,0.5759,44.64,22.32,19.57
222,F34,1,8,M,A,59,2888,797,0.1465,3,2,0.0499,0.1103,NA,NA,NA,6.04
224,F34,1,8,M,A,59,3082,528,0.0803,2,3,0.0499,0.0961,NA,NA,NA,4.62
225,F34,1,8,M,B,59,3707,717,0.1158,1,1,0.057,0.1975,NA,NA,NA,14.05
226,F34,1,8,F,B,59,2600,663,0.1145,2,3,0.0285,0.1423,0.42855,23.21,23.21,11.38
227,F34,1,8,M,B,59,2606,1157,0.2107,0,1,0.0517,0.1441,NA,NA,NA,9.24
228,F34,1,8,M,B,59,2982,471,0.0895,0,0,0.0569,0.3107,0.3393,42.77,-37.5,25.38
229,F34,1,10,F,NA,57,2408,584,0.1273,3,4,0.0446,0.0446,0.3393,45.54,-23.22,0
230,F34,1,10,F,B,57,2713,503,0.1067,2,2,0.032,0.0943,0.26785,38.39,-23.21,6.23
231,F34,1,10,M,B,57,2565,417,0.0837,6,6,0.032,0.258,0.6607,54.46,17.86,22.6
232,F34,1,7,F,A,64,1872,371,0.0937,4,3,0.0142,0.1851,0.90175,30.35,8.93,17.09
233,F34,1,10,M,B,57,3781,127,0.0358,4,5,0.0409,0.2616,0.7366,66.96,-2.68,22.07
234,F34,1,7,F,A,64,2236,151,0.0437,6,2,0.1103,0.194,0.625,25.9,-23.22,8.37
235,F34,1,7,M,A,64,2492,181,0.0515,0,0,0.0125,0.0838,0.23215,17.86,1.79,7.13
236,F34,1,7,F,A,64,2626,296,0.1042,4,2,0.0712,0.1655,0.1116,10.71,-11.6,9.43
237,F34,1,7,F,A,64,2738,619,0.1328,3,2,0.0907,0.1655,0.01785,-0.89,-3.57,7.48
238,F34,1,7,M,A,64,2343,241,0.0667,2,5,0.0676,0.0232,0.3616,46.43,-20.54,-4.44
240,F34,1,5,M,A,63,2334,209,0.0885,6,8,0.1299,0.1426,0.05805,-13.39,4.47,1.27
241,F34,1,5,M,A,63,1814,503,0.1383,4,4,0.0854,0.0802,0.3527,20.54,2.68,-0.52
242,F34,1,5,F,A,63,4015,789,0.1387,3,2,0.0642,0.0979,0.26785,31.25,-14.29,3.37
243,F34,1,5,F,A,63,1949,401,0.145,1,3,NA,0.1281,0.4643,33.93,-7.14,NA
244,F34,1,5,F,A,63,4761,730,0.0953,3,3,0.0624,0.3345,0.41515,31.25,-6.25,27.21
245,F34,1,5,M,W,63,3459,1295,0.18,3,4,0.0357,0.016,0.375,34.82,5.36,-1.97
246,F34,1,5,M,A,63,2357,417,0.084,3,4,0.0838,0.1087,0.27235,31.25,-18.75,2.49
247,F34,1,5,M,A,63,2174,682,0.1507,3,5,0.0784,0.0535,0.08485,-5.35,13.39,-2.49
248,F34,1,5,M,B,63,2721,352,0.09,4,6,0.0285,0.0696,0.09375,9.82,-0.89,4.11
249,F34,1,5,M,B,63,1919,166,0.0392,3,2,0.0499,0.0554,0.3393,24.11,1.78,0.55
250,F34,1,10,F,B,63,2919,472,0.1802,2,0,0.0231,0.1032,0.183,-33.93,9.82,8.01
251,F34,1,10,F,B,63,2096,318,0.1228,1,5,0.0569,0.258,0.46875,39.29,-11.61,20.11
252,F34,1,10,M,B,63,3496,628,0.0895,0,2,0.0161,0.2745,0.6205,41.07,27.68,25.84
253,F34,1,10,M,B,63,2266,197,0.0677,4,4,0.0501,0.1087,0.2545,16.97,9.82,5.86
254,F34,1,10,M,B,63,2468,590,0.1095,2,4,0.0823,0.1497,0.58035,23.21,-10.71,6.74
255,F34,1,10,M,B,63,2180,276,0.1508,3,6,0.0376,0.2406,0.86165,89.29,-6.25,20.3
256,F34,1,10,F,B,63,3715,760,0.139,4,2,0.0214,0.0285,0.4732,50,-14.28,0.71
257,F34,1,10,F,B,63,2683,477,0.0877,0,0,0.0606,0.1123,0.6384,59.82,0.9,5.17
258,F34,1,10,F,B,63,1899,745,0.2547,2,1,0.0553,NA,0.6607,60.71,-12.5,NA
260,F34,1,10,F,B,63,4180,698,0.1107,3,4,0.0409,0.0178,0,0,0,-2.31
261,F34,1,10,M,B,63,2812,514,0.1485,3,NA,0.0927,0.1123,0.00895,1.79,-1.79,1.96
262,F34,1,10,M,B,63,2476,366,0.1042,1,0,0.0196,0.0249,0.0134,2.68,-2.68,0.53
263,F34,1,10,F,B,63,2322,214,0.0612,2,4,0.0587,0.2028,0.1964,25,-17.86,14.41
264,F34,1,10,M,B,63,2197,347,0.1072,0,0,0.0676,0.0249,0.07145,14.29,-14.29,-4.27
265,F34,1,10,M,B,63,2515,387,0.0627,2,2,0.0569,0.0267,0.0268,5.36,-5.36,-3.02
266,F34,1,10,M,B,63,2823,325,0.068,3,2,0.0712,0.1014,0.0223,0,4.46,3.02
267,F34,1,10,M,W,63,2015,144,0.0578,0,5,0.0516,0.0712,0.1518,24.11,-17.86,1.96
268,F34,1,10,M,W,63,1662,422,0.119,1,1,0.0409,0.0285,0.03575,5.36,-3.57,-1.24
269,F34,1,10,M,W,63,2259,225,0.0708,1,2,0.0196,0.0178,0.2232,34.82,-25,-0.18
270,F34,1,6,F,B,62,3847,551,0.0762,6,4,0.0427,0.1584,0.30355,21.43,-1.79,11.57
271,F34,1,6,F,B,62,3934,550,0.0927,2,6,0.0534,0.1228,0.24105,23.21,-3.57,6.94
272,F34,1,6,M,B,62,2892,628,0.1305,0,3,0.0765,0.0963,0.36165,51.79,-31.25,1.98
273,F34,1,6,M,B,62,4036,1201,0.1737,0,5,0.0569,0.1212,0.0402,-5.35,4.46,6.43
274,F34,1,6,M,W,62,3456,1386,0.2,3,0,0.0427,0.0588,0.0625,0,8.92,1.61
275,F34,1,6,M,W,62,2861,799,0.1242,0,2,0.0107,0.0302,0.2545,37.5,-27.68,1.95
276,F34,1,3,M,A,62,3038,779,0.1465,2,8,0.0802,0.2089,0.19195,13.39,11.61,12.87
277,F34,1,3,M,A,62,2941,674,0.1318,1,3,0.0644,0.2117,0.65625,48.22,27.67,14.73
280,F34,1,11,M,B,62,3957,389,0.0778,0,2,0.0716,0.0427,0.08035,13.39,-10.71,-2.89
281,F34,1,11,M,B,62,2842,180,0.046,1,2,0.0644,0.0125,0.0223,4.46,-4.46,-5.19
282,F34,1,11,M,B,62,2748,884,0.2062,0,3,0.0698,0.0302,0.01785,-3.57,-3.57,-3.96
283,F34,1,11,M,W,62,2429,478,0.1363,4,4,0.0626,0.0374,0.20535,11.61,17.85,-2.52
284,F34,1,11,F,W,62,4101,342,0.0768,3,8,0.0178,0.0338,0.49105,72.32,-46.43,1.6
285,F34,1,11,M,W,62,3458,68,0.0433,2,1,0.0338,0.0143,0.2634,45.54,-38.4,-1.95
286,F34,1,11,F,W,62,2365,1361,0.27,2,2,0.0498,0.0214,0.3482,44.64,-19.64,-2.84
287,F34,1,11,F,W,62,2786,561,0.1368,2,5,0.0089,0.0125,0.5134,56.25,-9.82,0.36
288,F34,1,11,M,W,62,2258,335,0.1427,1,2,0.0125,0.0499,0.7366,82.14,-16.96,3.74
289,F34,1,3,F,B,62,4729,603,0.0763,1,1,0.0178,0.0783,0.0268,1.78,-1.78,6.05
290,F34,1,6,F,B,62,2538,212,0.068,3,3,0.0321,0.1993,0.28125,40.18,-43.75,16.72
291,F34,1,6,M,B,62,2550,285,0.0712,3,1,0.0232,0.0819,0.45985,45.54,0.89,5.87
293,F34,1,6,M,W,62,2264,814,0.1835,0,5,0.0624,0.0178,0.1696,29.46,-25,-4.46
295,F34,1,6,M,W,62,2322,871,0.108,0,1,0.0107,0.1121,0.1696,21.42,-12.5,10.14
296,F34,1,6,M,W,62,2836,727,0.1572,0,0,0.0214,0.0996,0.21425,27.67,-16.07,7.82
298,F34,1,6,F,A,62,3803,518,0.1035,2,3,0.0427,0.2384,0.41515,18.75,-18.75,19.57
300,F34,1,6,F,A,62,3138,1245,0.2585,1,3,0.0463,0.1423,0.0759,0,-8.04,9.6
301,F34,1,6,F,NA,62,4269,629,0.0712,0,NA,0.0143,0.0143,0.05355,10.71,-10.71,0
302,F34,1,6,M,B,62,NA,1561,0.2038,3,5,0.0249,0.0374,0.21875,29.46,-18.75,1.25
303,F34,1,6,F,B,62,3147,969,0.1397,1,NA,0.0446,0.0374,0.28125,32.14,-11.61,-0.72
304,F34,1,6,F,B,62,2952,642,0.1228,3,NA,0.0339,0.0374,0.10715,6.25,-8.93,0.35
306,F34,1,10,M,B,61,3092,716,0.1297,1,4,0.0463,0.0142,0.18305,20.53,-8.03,-3.21
307,F34,1,10,F,B,61,2024,825,0.1662,3,2,0.0535,0.0036,0.28125,30.36,-4.47,-4.99
308,F34,1,10,F,B,61,2800,815,0.1538,3,7,0.0695,0.0694,0.3571,30.35,0,-0.01
309,F34,1,10,F,W,61,2484,886,0.1683,4,3,0.0125,0.0374,0.0893,16.07,-14.28,2.49
310,F34,1,10,M,W,61,2606,1054,0.219,0,2,0.0427,0.0231,0.5223,47.32,9.82,-1.96
311,F34,1,10,M,W,61,1819,794,0.203,1,2,0.0267,0.0071,0.2143,25.89,-12.5,-1.96
312,F34,1,10,F,W,61,2643,456,0.1113,1,1,0,0.0089,0.1741,21.43,-8.04,0.89
313,F34,1,10,M,W,61,2971,866,0.1525,4,2,0.0125,0.0356,0.22765,34.82,-24.11,2.31
314,F34,1,10,F,W,61,2554,402,0.1197,3,2,0.0196,0.0374,0.60265,59.82,0.89,1.78
315,F34,1,10,F,W,61,3016,904,0.139,0,0,0.0107,0.0142,0.15175,23.21,-16.07,0.35
316,F34,1,4,M,B,61,2548,36,0.0322,4,3,0.0178,NA,0.8036,60.72,12.5,NA
317,F34,1,4,M,B,61,3170,808,0.1695,2,3,0.0409,0.0411,0.23215,31.25,-19.65,0.02
318,F34,1,4,M,B,61,2245,527,0.1185,3,2,0.0694,0.2196,0.34825,17.86,3.57,15.02
319,F34,1,4,M,B,61,4078,463,0.1112,1,3,0.0178,0.1,0.0402,0,-4.46,8.22
320,F34,1,12,M,W,61,2921,1035,0.1795,0,5,0.048,0.0925,0.8527,74.11,22.32,4.45
321,F34,1,12,M,W,61,4229,815,0.1037,6,5,0.0231,0.0925,0.34375,40.17,-15.17,6.94
322,F34,1,12,F,W,61,3422,628,0.1102,5,5,0.0196,0.0214,0.57145,76.79,-46.43,0.18
323,F34,1,12,M,W,61,3979,917,0.1013,5,6,0.0463,0.0409,0.183,30.35,-27.68,-0.54
324,F34,1,12,F,W,61,3371,335,0.0588,2,3,0.0036,0.0178,0.2143,23.21,-7.14,1.42
325,F34,1,12,M,W,61,3752,929,0.1385,0,3,0.0302,0.0089,0.1339,18.75,-19.64,-2.13
326,F34,1,12,M,W,61,3175,452,0.112,1,2,0.0338,0.0107,0.44195,12.5,NA,-2.31
327,F34,1,12,F,W,61,4245,713,0.1047,0,2,0.0071,0.0249,0.49105,72.32,-46.43,1.78
328,F34,1,12,M,W,61,3470,567,0.0815,0,2,0.0427,0.0089,0.3884,40.18,-8.04,-3.38
329,F34,1,12,F,W,61,3308,243,0.0663,2,3,0.0036,0.0302,0.51335,54.46,-6.25,2.66
330,F34,1,12,F,W,61,4494,1136,0.1028,1,3,0.0071,0.0214,0.2232,12.5,19.64,1.43
331,F34,1,12,M,W,61,2241,511,0.1215,0,0,0.025,0.0125,0.16965,27.68,-21.43,-1.25
332,F34,1,8,M,B,61,1821,254,0.1078,2,6,0.0605,0.1121,0.1875,33.04,-28.58,5.16
333,F34,1,8,F,B,61,2019,562,0.1602,3,2,0.0178,0.0409,0.4509,36.61,16.96,2.31
334,F34,1,8,F,B,61,2211,1327,0.2997,1,3,0.0338,0.1477,0.46875,41.07,6.25,11.39
335,F34,1,8,M,B,61,2480,963,0.2065,0,1,0.0302,0.1016,0.16965,-6.25,-7.15,7.14
336,F34,1,8,M,B,61,2527,1181,0.1975,3,3,0.0498,0.1551,0.7098,85.71,-29.46,10.53
337,F34,1,8,M,B,61,2622,682,0.1808,1,4,0.0587,0.1551,0.5982,78.57,-37.5,9.64
338,F34,1,8,M,B,61,2191,139,0.039,2,3,0.0463,0.29,0.6875,67.86,1.78,24.37
339,F34,1,8,M,B,61,2336,863,0.1948,0,5,0.1103,0.0676,0.44645,25.89,8.93,-4.27
340,F34,1,7,M,B,61,3595,219,0.0465,4,1,0.0587,0.137,0.07145,12.5,-10.71,7.83
341,F34,1,7,M,B,61,2031,1148,0.3248,3,5,0.0214,0.2687,0.66515,56.25,13.39,24.73
342,F34,1,7,F,B,61,3265,761,0.1332,1,3,0.0447,0.089,0.46875,51.79,-9.83,4.43
343,F34,1,7,F,B,61,3606,553,0.097,7,5,0.068,0.0658,0.09375,16.96,-18.75,-0.22
344,F34,1,7,M,B,61,3688,561,0.0692,5,7,0.0107,0.0979,0.3884,38.4,-25.9,8.72
345,F34,1,7,M,W,61,2249,1096,0.1842,2,1,0.0196,0.0142,0.12945,16.07,-11.61,-0.54
346,F34,1,7,F,W,61,2788,1404,0.1897,3,6,0.025,0.0427,0.2232,16.07,0,1.77
347,F34,1,7,F,B,57,2997,386,0.1103,2,4,0.016,0.0143,0.01785,0,3.57,-0.17
350,F34,1,7,F,B,57,3383,555,0.086,5,4,0.0427,0.0556,0.1384,24.1,-24.1,1.29
351,F34,1,7,F,B,57,3491,580,0.1447,3,1,0.0783,0.0609,0.08485,8.93,-0.89,-1.74
352,F34,1,7,F,W,57,2504,1296,0.257,1,2,0.0125,0.0214,0.0402,6.25,-4.46,0.89
353,F34,1,7,M,W,57,3171,1455,0.1912,0,1,0.0302,0.0534,0.1518,15.18,0,2.32
354,F34,1,7,F,W,57,2919,1219,0.218,0,5,0.016,0.0214,0.12945,16.07,-6.25,0.54
355,F34,1,2,F,B,63,4683,285,0.0443,2,4,0.032,0.1161,0.18305,12.5,11.61,8.41
356,F34,1,2,F,W,63,4442,664,0.0983,1,2,0.0142,0.0607,0.34375,25.89,9.83,4.65
357,F34,1,3,M,A,51,2294,210,0.0555,2,9,0.0676,NA,0.81695,42.86,18.75,NA
358,F34,1,3,F,W,51,2950,1192,0.1987,1,3,0.0249,0.0214,0.57145,58.93,-3.57,-0.35
359,F34,1,3,M,W,51,2249,533,0.1287,2,3,0.0285,0.137,0.3348,43.75,-45.54,10.85
360,F34,2,9,M,A,51,2228,70,0.0218,3,6,0.0356,0.1317,0.125,2.68,19.64,9.61
361,F34,2,9,F,A,51,2604,385,0.0625,5,3,0.0107,0.1317,0.39735,25,-0.89,12.1
362,F34,2,9,M,A,51,1701,121,0.043,4,7,0.032,0.1423,0.6741,63.39,0.9,11.03
363,F34,2,9,F,A,51,2719,700,0.1497,3,2,0.0214,0.411,0.7277,38.4,-20.54,38.96
364,F34,2,9,F,B,51,2170,815,0.1413,3,2,0.0285,0.169,0.1473,23.21,-16.96,14.05
365,F34,2,9,M,B,51,2761,366,0.0615,4,8,0.0712,0.1833,0.1384,13.4,-8.04,11.21
366,F34,2,9,F,B,51,3384,386,0.0808,2,0,0.0463,0.1673,0.1786,28.57,-25,12.1
367,F34,2,9,F,B,51,3266,728,0.0998,NA,NA,0.0285,0.1248,0.04465,7.14,-8.93,9.63
368,F34,2,9,M,B,51,4362,99,0.0335,2,5,0.0765,0.1477,0.1652,23.21,-16.96,7.12
369,F34,2,8,M,B,50,2942,270,0.0798,0,5,0.0196,0.0982,0.34375,27.68,13.39,7.86
370,F34,2,8,F,B,50,3641,978,0.1555,2,6,0.0516,0.0268,0.0893,6.25,-1.78,-2.48
372,F34,2,8,M,B,50,3912,1135,0.1902,0,6,0.0267,0.0536,0.16515,22.32,-11.61,2.69
373,F34,2,8,M,W,50,4077,720,0.134,0,1,0.0498,0.0321,0.19645,15.18,8.93,-1.77
374,F34,2,8,F,W,50,2945,1081,0.1898,4,5,0.0356,0.025,0.26785,34.82,-16.07,-1.06
375,F34,2,8,F,W,50,4452,1144,0.1193,4,4,0.0214,0.0178,0.4286,64.29,-42.86,-0.36
376,F34,2,8,F,W,50,4190,999,0.1353,5,2,0.0125,0.032,0.7545,61.61,22.32,1.95
377,F34,2,11,F,B,61,1949,978,0.2252,0,4,0.0534,0.1085,0.65625,-0.89,-22.33,5.51
378,F34,2,11,F,B,61,3474,458,0.0887,1,2,0.0765,0.1655,0.67415,62.5,-18.75,8.9
379,F34,2,11,F,B,61,2683,315,0.115,6,4,0.0751,0.1018,0.3884,28.57,0.9,2.67
380,F34,2,11,F,B,61,2005,778,0.1485,0,1,0.0267,0.1192,0.00895,-8.93,1.79,9.25
381,F34,2,11,F,B,61,3123,187,0.0435,0,3,0.0569,0.1661,0.4643,51.79,-10.72,10.92
382,F34,2,11,F,B,61,2916,259,0.076,1,3,0.0516,0.075,0.31695,36.38,-25.89,2.34
383,F34,2,11,M,B,61,2974,796,0.1342,0,0,0.0589,0.0749,0.27235,25,-13.39,1.6
384,F34,2,11,M,B,61,2636,592,0.1457,2,4,0.1107,0.1729,0.625,68.75,-23.22,6.22
385,F34,2,11,F,B,61,4092,811,0.1225,1,0,0.0587,0.125,0.5,50.85,-5.36,6.63
386,F34,2,11,F,B,61,2377,544,0.1122,4,1,0.0925,0.1571,0.32145,48.17,-35.71,6.46
387,F34,2,11,M,B,61,2358,270,0.0795,0,6,0.0536,0.057,0.2277,43.75,-41.96,0.34
389,F34,2,10,M,B,61,2205,807,0.1445,0,3,0.082,0.0839,0.27675,8.93,3.57,0.19
390,F34,2,10,F,B,61,3310,177,0.0293,2,3,NA,0.0534,0.3393,41.96,-19.64,NA
391,F34,2,10,F,B,61,2085,772,0.132,1,0,0.0927,0.0267,0.067,8.93,-9.82,-6.6
392,F34,2,10,F,B,61,3835,779,0.1003,1,2,0.0963,0.0854,0.26785,34.82,-16.07,-1.09
393,F34,2,10,F,B,61,2264,1084,0.1545,1,0,0.0749,0.0569,0.01785,-1.79,1.79,-1.8
394,F34,2,10,M,B,61,1938,435,0.0747,1,4,NA,NA,NA,NA,NA,NA
395,F34,2,10,M,B,61,2519,761,0.2112,3,3,0.0695,0.0518,0.1384,20.54,-13.4,-1.77
396,F34,2,10,F,W,61,3792,604,0.0817,1,1,0.057,0.0712,0.51785,26.78,NA,1.42
397,F34,2,10,M,B,61,2416,564,0.1798,0,0,NA,NA,NA,NA,NA,NA
398,F34,2,2,F,B,60,3531,239,0.0838,0,1,0.0623,0.0302,0.59375,65.18,-11.61,-3.21
399,F34,2,2,M,W,60,2424,533,0.135,2,3,0.0125,0.0053,0.16965,12.5,8.93,-0.72
400,F34,2,11,M,B,60,2184,474,0.0798,0,4,0.0463,0.0143,0.2009,32.14,-24.1,-3.2
401,F34,2,11,F,B,60,3520,273,0.0687,0,4,0.0658,0.1929,0.16965,16.08,-19.65,12.71
402,F34,2,11,F,B,60,2434,161,0.0412,5,5,0.0321,0.137,0.0491,6.25,-9.82,10.49
403,F34,2,11,F,B,60,3072,393,0.0735,3,4,0.0536,0.016,0.08035,7.15,-7.15,-3.76
404,F34,2,11,M,B,60,2849,332,0.0637,3,6,0.0463,0.1747,0.2366,25,-2.68,12.84
405,F34,2,11,F,B,60,2939,507,0.1023,4,2,0.0768,0.2491,0.05355,4.46,-10.71,17.23
406,F34,2,11,M,B,60,2933,619,0.1177,3,3,0.0445,0.0089,0,0,0,-3.56
407,F34,2,11,F,B,60,3548,240,0.0545,2,4,0.075,0.2011,0.5045,70.54,-47.32,12.61
408,F34,2,11,F,B,60,2687,410,0.0615,1,0,0.0267,0.0302,0.2723,41.07,-27.68,0.35
409,F34,2,11,M,W,60,1715,1080,0.2048,4,3,0.0071,0.0695,0.08035,0.9,5.35,6.24
410,F34,2,11,F,W,60,3677,914,0.1015,1,1,0.0302,0.0231,0.39285,32.14,14.29,-0.71
411,F34,2,8,F,A,60,2611,160,0.054,4,5,0.0996,0.275,0.86605,63.39,23.21,17.54
412,F34,2,8,F,B,60,4282,672,0.0968,3,5,0.0302,0.0875,0.4732,34.82,-32.14,5.73
413,F34,2,8,F,W,60,2462,264,0.0825,2,2,0.0267,0.0196,0.6518,62.5,-7.14,-0.71
414,F34,2,8,F,W,60,3781,1270,0.1462,4,5,0.0125,0.0765,0.45535,45.53,-3.57,6.4
415,F34,2,8,F,W,60,3827,661,0.1302,1,5,0.0249,0.0161,0.3259,48.21,-34.82,-0.88
416,F34,2,8,F,W,60,3420,NA,0.183,2,2,0.0374,0.0374,0.07145,4.46,1.79,0
417,F34,2,8,F,NA,60,3202,846,0.1037,3,1,0.0071,0.0285,0.4732,43.68,-7.14,2.14
418,F34,2,8,F,W,60,2788,587,0.1285,2,1,0.0142,0.0178,0.5491,46.41,13.4,0.36
